"wellcol","plate","area","greenness","num_of_particles","circularity","major_axis_length","minor_axis_length","ferret_number"
"g05",2,7514.6,0.456576058046563,1,0.330546234338796,154.233260828666,77.8392461440973,1.98168658424461
"f05",2,6346.8,0.41890327805201,1,0.444186370375729,129.045089199906,81.8615675241007,1.57639137543783
"e05",2,3423.6,0.424500218990466,2,0.847951839551247,53.4752263477504,41.4363538958501,1.28081472094153
"d05",2,5523.2,0.421067231782526,1,0.629999874727629,100.250998867867,75.8634763483456,1.32146145261166
"c05",2,1931.6,0.39852371339506,1,0.758805375045863,68.1777862292832,36.7549553303553,1.85524532282483
"b05",2,6477.8,0.413030764657428,1,0.581760105308729,108.780668251311,87.3533404856647,1.24554296810621
"a05",2,5101.6,0.401501868277396,2,0.717778633465061,59.0347883332083,46.6291377806541,1.30343642845894
"h04",2,8620,0.448540602877074,1.8,0.465539421045686,96.3622588449956,69.2994437515186,1.62112229379134
"g04",2,9509.4,0.421870417312807,1,0.374208581566482,175.830199935088,91.392631887242,1.9246318832301
"f04",2,9080.4,0.409028695559487,1,0.327214876259385,167.024370393742,91.5544899051576,1.82447852094845
"e04",2,6837.2,0.408475444739303,2,0.617669528851461,92.515202535821,52.7260003755962,1.76035829966137
"d04",2,6525.2,0.388592677225475,1,0.606129386276531,99.0682545315573,91.2743862962168,1.08550288478834
"c04",2,3983.4,0.444299663650223,1.2,0.416333916382984,105.672504071503,57.3650624943231,1.84955786788638
"b04",2,5633.8,0.415536974263428,1,0.450801147472228,121.100488973853,70.9274034219157,1.70747232962358
"a04",2,7273.8,0.414617147096873,1,0.356213760390669,144.010351609643,78.590405001176,1.83274164239592
"h03",2,6290.4,0.471663914785019,1.6,0.439592680029117,103.600025735425,68.2248109678113,1.72527978888104
"g03",2,11817.6,0.567703630514512,1,0.517531709980499,161.374782220497,112.239120074783,1.43864467814576
"f03",2,4999,0.430682227759227,1.8,0.701201319471836,78.0160358604053,49.2053714191023,1.61759567234226
"e03",2,6639.8,0.523881472352538,1,0.497916481135114,144.969699462994,67.3426451765324,2.15253297327347
"d03",2,4299.8,0.496589348558821,1.8,0.611810445705358,78.4344378816305,46.9432563036311,1.6653655959025
"c03",2,4941.2,0.563243980040306,1.6,0.708670464607983,87.1548350251515,45.4684371254114,1.92359193534706
"b03",2,5033.4,0.403601677659924,2.4,0.738505844317671,60.6308972192965,47.0783524526492,1.32054898968022
"a03",2,9803.4,0.526885944042822,1,0.498292035570284,171.175106348937,95.7680009910642,1.79076536001283
"h02",2,7990.8,0.448341114616885,1.4,0.48926910437352,121.629633500916,77.1796847294243,1.69368688751885
"g02",2,5772.6,0.450398675550589,1,0.445247086657253,115.527527411959,77.8166525529041,1.48458812844716
"f02",2,3384.2,0.414356120769142,2,0.813972940196592,52.9009905256449,33.4115639653305,1.55511797417408
"e02",2,4615.2,0.420749064685198,2,0.697382081118473,73.5217766830555,42.583628018457,1.72063733508652
"d02",2,4793,0.401113771457306,1,0.462565950862621,117.574055523206,67.9440275421158,1.73041374746515
"c02",2,7082.4,0.408054223296783,1.2,0.447313532008803,134.227182325805,72.5280141462122,1.84686147699264
"b02",2,5650.6,0.384387330948658,1,0.457381851303432,148.699043612261,58.021841478494,2.56291270915076
"a02",2,8639,0.382907285418974,1,0.241272567902773,130.981915738439,112.899141404849,1.16021890469127
"h01",2,4436.4,0.441939696599532,2,0.754671559882972,62.6015781097595,43.8562989559818,1.37908280679117
"g01",2,11927,0.506232090029632,1,0.327591818442393,170.875820333679,116.986218539867,1.46154704739534
"f01",2,6002,0.465514749980616,1,0.416805001291479,133.926463540313,70.7656502163129,1.86324334084262
"e01",2,5339.6,0.454264350261665,1,0.619590241045909,100.432069464138,75.3118423445017,1.33371019148136
"d01",2,5398,0.40929413346108,1.6,0.639684243407287,91.852185784642,55.265593560392,1.65005440674474
"c01",2,5668.4,0.469826981915392,2.4,0.644406179028855,79.4815033891145,42.4994207703848,1.86925566709447
"b01",2,6311.2,0.40857189310579,1.6,0.702462326649628,92.0983591431595,58.6859716798267,1.51972419022483
"a01",2,9723,0.473104195856536,1,0.342540494139363,142.43868919423,111.431580192273,1.27884867433092
"h12",3,6039.4,0.48897125421038,2,0.542988811732524,99.0776312671799,43.6048227745075,2.24907953414208
"g12",3,4616.4,0.472451644538846,2,0.707013128840806,72.2087524893889,44.9799585484687,1.57008107984918
"f12",3,3007.4,0.410420339387042,1.2,0.704609687637733,76.6304163505701,46.2587275902845,1.6683955772324
"e12",3,4833,0.462649540998668,1,0.475474254035701,140.880689306327,54.404135529879,2.58978430046565
"d12",3,5285.4,0.429634758142934,1,0.568222686879064,117.013030845415,64.6959498141931,1.80989779655113
"c12",3,6993.4,0.439793516027061,1,0.37135234424886,134.552911281934,85.2478072637794,1.57859016620732
"b12",3,9351.8,0.470946823184894,1,0.296489947936215,141.894353800689,116.518461131878,1.2177748643611
"a12",3,6675,0.480117230784556,1.2,0.46002907474273,109.663997512166,86.2744280543909,1.27840264357255
"h11",3,8401.4,0.501572177132472,2.6,0.469466596053607,96.1474455001606,50.2355652628113,1.88468176923785
"g11",3,6019.6,0.535524255339152,2.6,0.624702200784164,83.3205493037095,37.6319469831041,2.17347358020025
"f11",3,7480.2,0.466863728043692,1.2,0.658101474532166,144.416534674398,63.5380752575444,2.14965000230075
"e11",3,14988.6,0.512108048422656,1,0.385751746953749,153.924221646081,140.321119964665,1.09696677588246
"d11",3,8583.8,0.454707739454728,1,0.552801370037993,120.639634693489,102.857563213568,1.17290318416942
"c11",3,3253.2,0.429795565872557,1,0.675673987597475,73.8183691687266,62.6880996706874,1.17773423777976
"b11",3,8476,0.441949432204802,1,0.723529543303225,115.179284446124,96.5047479135481,1.19350314867543
"a11",3,3982.2,0.415749875156634,1,0.621593835915983,93.6428794100191,60.9270525950943,1.53689711532067
"h10",3,11042.8,0.39873768734371,1,0.535513528958702,140.863092610765,111.76538917135,1.26048131145286
"g10",3,7454.2,0.532224558418264,1.6,0.584127525733345,119.99562853326,65.0360937514496,1.79175000886313
"f10",3,4471.2,0.499596811003085,2,0.783292054760626,60.7133079526005,48.5829403607128,1.25493529778872
"e10",3,6946.6,0.475222489226302,1,0.594965861102675,114.938149106908,85.9756144923285,1.33695240123088
"d10",3,4901.8,0.457779588628154,2,0.716582041321703,74.4161721623944,44.7746375103162,1.67796121954977
"c10",3,7724.6,0.453439390252169,1,0.489955252684328,116.397704139687,98.6889594669799,1.17951750656792
"b10",3,8454.4,0.428731919448959,1,0.612436161861326,127.191887144262,94.0228602981035,1.35279048162934
"a10",3,7241.6,0.419697899586709,1,0.478512151690081,122.086522189675,86.9546536525377,1.40659949738481
"h09",3,7705.6,0.425378846180575,1.2,0.51158993416516,118.723724617633,80.1740120429871,1.56135757679207
"g09",3,8487.8,0.442453638582818,1,0.523395637857875,150.316297655775,82.910689192963,1.81297886074158
"f09",3,7653.8,0.473462817453121,2,0.672840561735615,95.3132956735617,55.5781374039627,1.70333406480672
"e09",3,12319.6,0.492673162824044,1,0.545497376359677,153.138587956097,110.349015871354,1.38785014783082
"d09",3,8108.2,0.464374880006947,1,0.529938624037932,135.521063812523,90.4731960707728,1.49798805900233
"c09",3,9189.4,0.456778435682123,1,0.654944781010096,138.010454303227,89.9423681294809,1.5344562505371
"b09",3,8919.8,0.454313190052678,1,0.593495740523061,129.365980294039,93.7264723255215,1.38049431047901
"a09",3,7803,0.471857364234498,1,0.610225814883916,111.266883646055,97.7633436534574,1.13831213221659
"h08",3,6828.8,0.390300435228436,2,0.716910807258166,80.951267961507,57.67548468298,1.40658106580613
"g08",3,1793.8,0.400387590482666,1.6,0.734615813077926,51.6900902667929,29.5971695801505,2.27926561065345
"f08",3,8882.2,0.437242409721228,2,0.716239226095778,87.0862281317652,68.4573874945449,1.26209411421537
"e08",3,9042,0.445809900197121,3,0.703995400011325,86.6850964724663,46.730221029193,1.85689586901301
"d08",3,5403.8,0.420482643079204,1.6,0.629797724493248,80.2094941682021,51.9915437949787,1.84808234564902
"c08",3,8772.8,0.446520306734968,1,0.429400465656473,140.009825782947,97.1742980791082,1.4408691244071
"b08",3,4776.8,0.438890839079394,1,0.718340877590367,83.7358829496835,76.0451005102163,1.10116784752994
"a08",3,9274,0.413972715887304,1,0.553930749773147,139.519891615015,93.4249996376473,1.49340026181416
"h07",3,11366.2,0.434705439975341,1.2,0.361818232021739,126.821724158149,114.835959562867,1.19327692228448
"g07",3,8118.4,0.443754269001578,1,0.474194747227796,132.40112619526,85.6259523976856,1.54630508880706
"f07",3,8935,0.486986194340135,1,0.316748034486759,138.180925442224,111.427586782349,1.24009386233231
"e07",3,9239.6,0.454098556756413,1,0.376446129489542,147.576279911678,96.1792285946715,1.53443254636301
"d07",3,5689,0.476686076606917,1,0.492922924631743,134.32473252975,65.3333789556655,2.05601079580612
"c07",3,8407.4,0.449362215627709,1,0.623260836255736,127.35162126619,91.3559188114833,1.39414290714121
"b07",3,7118.8,0.481144528610084,1,0.458756769584122,126.951182608123,85.0902022484977,1.49239776808136
"a07",3,13035,0.486671954708301,1,0.606692928031395,147.297416112881,119.590536346285,1.23169613563495
"h06",3,7628.2,0.4360215051535,1,0.351377414241059,149.005971388325,80.4536227111145,1.85646889503609
"g06",3,13875.2,0.496971601216886,1,0.45417579248004,143.969737236562,133.390982914608,1.07932232915889
"f06",3,2605.8,0.438987306007042,1,0.817544164579017,67.0882704421235,51.1467433391852,1.31194501777566
"e06",3,12284.8,0.505665096506745,1,0.312992361657948,156.103110150926,125.06111832564,1.24828720121923
"d06",3,4323.6,0.476475370663935,1.2,0.376983904892261,94.5283678997285,66.7313645705461,1.52222558486147
"c06",3,2874.6,0.436171822674853,1,0.679977261974571,73.8048261572512,55.9484832678349,1.31914037232551
"b06",3,5585.2,0.450795323785496,1,0.596979409846973,104.895025005733,78.970976981762,1.32821667350936
"a06",3,10199.8,0.448692761916877,1,0.587068038824474,141.76092544951,94.4301162865447,1.50309839926749
"h05",3,8523,0.394493712387186,1,0.395249192102582,168.584433887599,90.8891464673033,1.85481989807115
"g05",3,3917,0.426227851676098,2.2,0.660499944824242,73.7484969306001,28.5673944800819,2.65089765044909
"f05",3,6098.6,0.420011503937553,1.6,0.577260067005199,98.6163906154832,66.3373465270094,1.47440933735394
"e05",3,5682,0.429263540370295,1.8,0.617916307001432,90.5984984214014,55.7209675576636,1.65420803940656
"d05",3,7818,0.436663486684451,1,0.625396815956213,108.038955711075,99.5025338124321,1.08579300027977
"c05",3,4106.2,0.401888861703311,1,0.704739261202262,83.0803170850614,67.4663020605684,1.23151644570082
"b05",3,8767,0.437208311276553,1,0.652902367832893,127.057326776358,93.4802389723083,1.35933622881416
"a05",3,7784,0.404114178258638,1,0.683085147692125,125.42255702985,82.2247057327515,1.52543834230141
"h04",3,6303.8,0.430795776530357,1.4,0.411446219749751,122.595955500249,70.0964277911867,1.77269184792937
"g04",3,12948.2,0.483448794811856,1,0.505654700512411,150.209252708716,121.004217799249,1.24135689227058
"f04",3,6271.8,0.463999551555579,1.8,Inf,92.1687303645327,52.8930332548122,2.75330883672553
"e04",3,8018,0.479908276911713,1,0.461760898975075,151.685724171731,81.8337819762422,1.85380237003835
"d04",3,7527.8,0.471439970378116,1,0.383860120725889,148.983700811588,79.4137946070654,1.87604523604931
"c04",3,7275.4,0.485433125661397,1,0.569515729930392,117.325981947368,88.6602008266078,1.32346651571178
"b04",3,10036,0.46526983141181,1,0.530998773004398,139.475130501297,102.868741386453,1.35585960877341
"a04",3,10332.4,0.449486767083595,1,0.49332607820788,129.036176495931,111.777918111675,1.1544810343467
"h03",3,3235.4,0.403033449717892,1,0.49653511253387,110.222929783142,44.6961443523408,2.46609529187001
"g03",3,5377,0.496076908909996,1,0.544983798174492,130.923248308273,61.2353016225581,2.14198749112916
